statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Ampbelmono is not a synonym of a woosecuting.,ampbelmono,woosecuting,"megation, sparabi",false,true,false,true,false,synonyms
Gradeross is not a synonym of a parchaif.,gradeross,parchaif,"trostething, parchaif",false,true,false,true,false,synonyms
Aurian is not a synonym of a corop.,aurian,corop,"corop, shtink",false,true,false,true,false,synonyms
Moundum is not a synonym of an antman.,moundum,antman,"gelant, sugaboration",false,true,false,true,false,synonyms
Fatsmanna is a synonym of a pawpawpawpaw.,fatsmanna,pawpawpawpaw,"riple, fedon feve",false,false,false,true,false,synonyms
Brelism is not a synonym of a geling.,brelism,geling,"slobiling, shotsky",false,true,false,true,false,synonyms
Progenican is not a synonym of a maicaling.,progenican,maicaling,"sunlignatan, exhibitree",false,true,false,true,false,synonyms
Compoverose is not a synonym of a taching.,compoverose,taching,"gelant, ung sum",false,true,false,true,false,synonyms
Reding is not a synonym of a shtink.,reding,shtink,"shtink, cousand softwatefulfilliancer",false,true,false,true,false,synonyms
Abelmonours is not a synonym of harvereness.,abelmonours,harvereness,"pipe of ther, fema",false,true,false,true,false,synonyms
Dizativena is a synonym of a baction.,dizativena,baction,"malevy, baction",false,false,false,true,false,synonyms
Koperier is a synonym of a cumstal.,koperier,cumstal,"shivant, cumstal",false,false,false,true,false,synonyms
Middeness is a synonym of a cancephage.,middeness,cancephage,"expreditude, defeathy",false,false,false,true,false,synonyms
Brocese is a synonym of an irried.,brocese,irried,"microweateralis, cablenooze",false,false,false,true,false,synonyms
Rosisticle is a synonym of a dysfundwich.,rosisticle,dysfundwich,"comburgee, pathang",false,false,false,true,false,synonyms
Djibwa is a synonym of a marquirt.,djibwa,marquirt,"marquirt, zippin",false,false,false,true,false,synonyms
Pichenko is not a synonym of a sing oute.,pichenko,sing oute,"pite, trip-offerit",false,true,false,true,false,synonyms
Housney is not a synonym of a chandbag.,housney,chandbag,"chandbag, anoeuvrabian",false,true,false,true,false,synonyms
Maracao is not a synonym of a brilline.,maracao,brilline,"serve ther, gynaestherdun",false,true,false,true,false,synonyms
Stutte is not a synonym of a housinet.,stutte,housinet,"compul, goldence",false,true,false,true,false,synonyms
Balla is a synonym of drickneelness.,balla,drickneelness,"privantosh, drickneelness",false,false,false,true,false,synonyms
Comfitte is not a synonym of a rocusting.,comfitte,rocusting,"mainsolfer, retar",false,true,false,true,false,synonyms
Chailroadiom is a synonym of an eastomicrole.,chailroadiom,eastomicrole,"eastomicrole, finimalter",false,false,false,true,false,synonyms
Majama is not a synonym of a sebaucher.,majama,sebaucher,"sebaucher, tack woma",false,true,false,true,false,synonyms
Gement is a synonym of a beddincovern.,gement,beddincovern,"beddincovern, browties",false,false,false,true,false,synonyms
Chanukkah is not a synonym of a vegentider.,chanukkah,vegentider,"vegentider, rovocashnaps",false,true,false,true,false,synonyms
Proppoinia is not a synonym of a kopervance.,proppoinia,kopervance,"cotis, kopervance",false,true,false,true,false,synonyms
Conflosis is a synonym of a procology.,conflosis,procology,"friving, orgation",false,false,false,true,false,synonyms
Vapon is not a synonym of a pharmong.,vapon,pharmong,"unga, mavel",false,true,false,true,false,synonyms
Cochirrup is not a synonym of restilus.,cochirrup,restilus,"mic celevising, mic provocann",false,true,false,true,false,synonyms
Midazoler is not a synonym of a moundle-nose.,midazoler,moundle-nose,"moundle-nose, papabulation",false,true,false,true,false,synonyms
Licecreads is not a synonym of a mimentate.,licecreads,mimentate,"perimin, biot barlow",false,true,false,true,false,synonyms
Pogeness is a synonym of lantness.,pogeness,lantness,"lantness, quino",false,false,false,true,false,synonyms
Chiatry is a synonym of candidatus.,chiatry,candidatus,"vivation, captairporsagrip-offs",false,false,false,true,false,synonyms
Inurizer is a synonym of a cerning.,inurizer,cerning,"cons, jeopaediaz",false,false,false,true,false,synonyms
Cyborak is a synonym of a uralieu.,cyborak,uralieu,"rose syster, venessius",false,false,false,true,false,synonyms
Summercheanolames is not a synonym of a snugging.,summercheanolames,snugging,"schilanter 66, turboo",false,true,false,true,false,synonyms
Catterman is a synonym of a goldence.,catterman,goldence,"schexia, vexamile",false,false,false,true,false,synonyms
Intess is not a synonym of a jeopaediaz.,intess,jeopaediaz,"corop, quino",false,true,false,true,false,synonyms
Duncian is a synonym of a meteorome.,duncian,meteorome,"yeshade, gauding",false,false,false,true,false,synonyms
Verder is a synonym of a sournion.,verder,sournion,"gryption, dilapeness",false,false,false,true,false,synonyms
Girarian is a synonym of a hometer.,girarian,hometer,"bricot, hometer",false,false,false,true,false,synonyms
Kharter is a synonym of a greging.,kharter,greging,"greging, gresoullebor",false,false,false,true,false,synonyms
Semibrelie is not a synonym of a horm.,semibrelie,horm,"horm, bottongs",false,true,false,true,false,synonyms
Oedemore is not a synonym of a zippin.,oedemore,zippin,"candidatus, pererer",false,true,false,true,false,synonyms
Sconter is not a synonym of a fisterity.,sconter,fisterity,"charth, tyndinuit",false,true,false,true,false,synonyms
Candonalist is not a synonym of an erractor.,candonalist,erractor,"clopent, nicolard",false,true,false,true,false,synonyms
Conney is a synonym of conness.,conney,conness,"proccus, grushness",false,false,false,true,false,synonyms
Paviliatriophent is not a synonym of an azingle.,paviliatriophent,azingle,"odoplance, azingle",false,true,false,true,false,synonyms
Syde is a synonym of munics.,syde,munics,"hostumber, fini",false,false,false,true,false,synonyms
Paralit is a synonym of a kopervance.,paralit,kopervance,"kopervance, juncollmenze",false,false,false,true,false,synonyms
Midana is not a synonym of jakobus.,midana,jakobus,"chrishing, jakobus",false,true,false,true,false,synonyms
Prescabi is a synonym of an enrolly.,prescabi,enrolly,"piquity, ceable",false,false,false,true,false,synonyms
Salmonist is a synonym of an incture.,salmonist,incture,"doctorall, incture",false,false,false,true,false,synonyms
Rocaniac is not a synonym of goldiness.,rocaniac,goldiness,"canence, goldiness",false,true,false,true,false,synonyms
Crusion is not a synonym of a furbite.,crusion,furbite,"procker, twichtoney",false,true,false,true,false,synonyms
Watchelish is a synonym of a refration.,watchelish,refration,"softwareet, refration",false,false,false,true,false,synonyms
Fantelle is not a synonym of an infination.,fantelle,infination,"peepermithy, butc",false,true,false,true,false,synonyms
Goalief is not a synonym of a collium.,goalief,collium,"trefice, shivant",false,true,false,true,false,synonyms
Lifell is a synonym of a haemor.,lifell,haemor,"10000000000, so-andyman",false,false,false,true,false,synonyms
Posity is a synonym of a meteorome.,posity,meteorome,"meteorome, abella",false,false,false,true,false,synonyms
Dairency is a synonym of housness.,dairency,housness,"hement, housness",false,false,false,true,false,synonyms
Chiat is not a synonym of a sapporson.,chiat,sapporson,"uralieu, sapporson",false,true,false,true,false,synonyms
Sity is a synonym of a rhabbag.,sity,rhabbag,"sconfing, appolybden",false,false,false,true,false,synonyms
Buckrainia is a synonym of ballowlandnese.,buckrainia,ballowlandnese,"hare systaff, ballowlandnese",false,false,false,true,false,synonyms
Depiland is a synonym of an interbo-prop.,depiland,interbo-prop,"barine, interbo-prop",false,false,false,true,false,synonyms
Chanukkah is not a synonym of rovocashnaps.,chanukkah,rovocashnaps,"vegentider, rovocashnaps",false,true,false,true,false,synonyms
Gliobline is a synonym of a spergine.,gliobline,spergine,"spergine, conficalpod",false,false,false,true,false,synonyms
Brittine is a synonym of a palacement.,brittine,palacement,"palacement, nicolard",false,false,false,true,false,synonyms
Arthaystal is not a synonym of a harkov.,arthaystal,harkov,"harkov, adver",false,true,false,true,false,synonyms
Culism is a synonym of a mediblener.,culism,mediblener,"trong, mediblener",false,false,false,true,false,synonyms
Refuelation is a synonym of an anoeuvrabian.,refuelation,anoeuvrabian,"moninity, jeopaediaz",false,false,false,true,false,synonyms
Swoodwork is a synonym of a nonflose notizen.,swoodwork,nonflose notizen,"cardion, impaird of thermat",false,false,false,true,false,synonyms
Embleties is not a synonym of an aepycertz.,embleties,aepycertz,"batrics, vibreak",false,true,false,true,false,synonyms
Demasjid is not a synonym of a slity.,demasjid,slity,"deman, slity",false,true,false,true,false,synonyms
Deposy is not a synonym of infinitens.,deposy,infinitens,"jolsheetling, infinitens",false,true,false,true,false,synonyms
Thayschwe is not a synonym of a johology.,thayschwe,johology,"rufferagm, protte",false,true,false,true,false,synonyms
Commatthes is not a synonym of a ractor.,commatthes,ractor,"refring, ractor",false,true,false,true,false,synonyms
Stutte is not a synonym of a compul.,stutte,compul,"compul, goldence",false,true,false,true,false,synonyms
Dudgework is a synonym of a materrescuit.,dudgework,materrescuit,"azingle, materrescuit",false,false,false,true,false,synonyms
Prostop is a synonym of an algierson.,prostop,algierson,"baction, pipe of ther",false,false,false,true,false,synonyms
Spriness is a synonym of a bioter.,spriness,bioter,"bioter, irried",false,false,false,true,false,synonyms
Brover is not a synonym of a bism.,brover,bism,"expreditude, bis systernintoba",false,true,false,true,false,synonyms
Abberg is not a synonym of a goldber.,abberg,goldber,"spenancy, sava",false,true,false,true,false,synonyms
Zhoughtlee is not a synonym of jubis.,zhoughtlee,jubis,"scrazine, corun avelandark",false,true,false,true,false,synonyms
Haggaring is not a synonym of a megation.,haggaring,megation,"parchaif, windustarior",false,true,false,true,false,synonyms
Punizer is not a synonym of a lubroma.,punizer,lubroma,"lubroma, hombenness",false,true,false,true,false,synonyms
Hemoise is a synonym of an impaird of thermat.,hemoise,impaird of thermat,"impaird of thermat, deteriet",false,false,false,true,false,synonyms
Tarsion is a synonym of a corun avelandark.,tarsion,corun avelandark,"loudhoodle, trichenance",false,false,false,true,false,synonyms
Argings is not a synonym of an incture.,argings,incture,"incture, gouroys",false,true,false,true,false,synonyms
Diage is not a synonym of a clashise.,diage,clashise,"clashise, jubis",false,true,false,true,false,synonyms
Waisation is not a synonym of a cologister.,waisation,cologister,"cologister, sporn",false,true,false,true,false,synonyms
Plainsing is not a synonym of an accompuring.,plainsing,accompuring,"minidingours, accompuring",false,true,false,true,false,synonyms
Icebee is a synonym of a handen band.,icebee,handen band,"handen band, turer",false,false,false,true,false,synonyms
Infrigery is not a synonym of a mooze.,infrigery,mooze,"mooze, punifica",false,true,false,true,false,synonyms
Milicence is a synonym of a twarding.,milicence,twarding,"chrishing, exudatus pin",false,false,false,true,false,synonyms
Schloration is a synonym of a tellium.,schloration,tellium,"tellium, exudatus pin",false,false,false,true,false,synonyms
Diodeston is a synonym of a friving.,diodeston,friving,"consuitab, decadestine",false,false,false,true,false,synonyms
Anch is a synonym of a mish mat.,anch,mish mat,"hare systaff, charlequirth",false,false,false,true,false,synonyms
Pillness is not a synonym of an anoeuvrabian.,pillness,anoeuvrabian,"anoeuvrabian, jouratta",false,true,false,true,false,synonyms
Expackey is not a synonym of a sureaching.,expackey,sureaching,"pugilmeritis, airection",false,true,false,true,false,synonyms
Madre is not a synonym of an airection.,madre,airection,"airection, decati",false,true,false,true,false,synonyms
Mercoat is not a synonym of a dysfundwich.,mercoat,dysfundwich,"dysfundwich, filt",false,true,false,true,false,synonyms
Homsky is a synonym of a coruner.,homsky,coruner,"coruner, jenalization",false,false,false,true,false,synonyms
Signosuper is a synonym of a mish mat.,signosuper,mish mat,"mish mat, auryl stense",false,false,false,true,false,synonyms
Forepi is not a synonym of a rasperch.,forepi,rasperch,"sightness, muslip",false,true,false,true,false,synonyms
Listend is a synonym of devisoniness.,listend,devisoniness,"goldiness, devisoniness",false,false,false,true,false,synonyms
Genesent is a synonym of a timbatsy.,genesent,timbatsy,"timbatsy, allus",false,false,false,true,false,synonyms
Aspendity is not a synonym of a nigading horing.,aspendity,nigading horing,"rumber 83, nigading horing",false,true,false,true,false,synonyms
Resthenko is not a synonym of a prest costtranning.,resthenko,prest costtranning,"prest costtranning, tysonballus",false,true,false,true,false,synonyms
Gilment is not a synonym of a rence.,gilment,rence,"10000000000, edemoptyle",false,true,false,true,false,synonyms
Novertz is not a synonym of a haemility.,novertz,haemility,"marimsicani, haemility",false,true,false,true,false,synonyms
Puglion is not a synonym of a popul.,puglion,popul,"handry, gyness",false,true,false,true,false,synonyms
Ternamelevy is not a synonym of scrumbroops.,ternamelevy,scrumbroops,"homonener, scrumbroops",false,true,false,true,false,synonyms
Mastets is not a synonym of disemen.,mastets,disemen,"disemen, pererer",false,true,false,true,false,synonyms
Illarie is a synonym of a ribulard.,illarie,ribulard,"rescent, ribulard",false,false,false,true,false,synonyms
Aponder is a synonym of a rhabbag.,aponder,rhabbag,"adversionativer, incium",false,false,false,true,false,synonyms
Congdoer is a synonym of an alism.,congdoer,alism,"brilline, alism",false,false,false,true,false,synonyms
Aurian is a synonym of a pepperium.,aurian,pepperium,"corop, shtink",false,false,false,true,false,synonyms
Adageolet is not a synonym of a fisterity.,adageolet,fisterity,"fisterity, dulation",false,true,false,true,false,synonyms
Compling is not a synonym of a unist.,compling,unist,"unist, asseminity",false,true,false,true,false,synonyms
Foyevsky is not a synonym of a chokkian.,foyevsky,chokkian,"gynaestherdun, chokkian",false,true,false,true,false,synonyms
Albatson is a synonym of a vibreak.,albatson,vibreak,"speep, goldence",false,false,false,true,false,synonyms
Blackfruity is a synonym of a tering.,blackfruity,tering,"tering, devolativity",false,false,false,true,false,synonyms
Wriety is a synonym of a pepperium.,wriety,pepperium,"pepperium, deleviar",false,false,false,true,false,synonyms
Scompless is not a synonym of a slity.,scompless,slity,"homonener, uralieu",false,true,false,true,false,synonyms
Mujahed is not a synonym of bottongs.,mujahed,bottongs,"bottongs, cumstal",false,true,false,true,false,synonyms
Brevella is a synonym of a corprimet.,brevella,corprimet,"execunni, finimalter",false,false,false,true,false,synonyms
Fluorebrain is not a synonym of a cousand softwatefulfilliancer.,fluorebrain,cousand softwatefulfilliancer,"cousand softwatefulfilliancer, hombenness",false,true,false,true,false,synonyms
Monister is not a synonym of a decadestine.,monister,decadestine,"harton, ciphery",false,true,false,true,false,synonyms
Fatsmanna is not a synonym of a fedon feve.,fatsmanna,fedon feve,"riple, fedon feve",false,true,false,true,false,synonyms
Crastola is not a synonym of a sugaboration.,crastola,sugaboration,"rasheepherd, cavilitre",false,true,false,true,false,synonyms
Critting is a synonym of a metablend.,critting,metablend,"metablend, interbo-prop",false,false,false,true,false,synonyms
Sightle is not a synonym of a cryptomyosaur.,sightle,cryptomyosaur,"orderlus, clothesia",false,true,false,true,false,synonyms
Shreeson is not a synonym of exudatus pin.,shreeson,exudatus pin,"sconfing, perimin",false,true,false,true,false,synonyms
Wahabdomontpeltine is not a synonym of magenus gram.,wahabdomontpeltine,magenus gram,"magenus gram, compul",false,true,false,true,false,synonyms
Stelapse is not a synonym of a demage.,stelapse,demage,"praxity, cability",false,true,false,true,false,synonyms
Emility is not a synonym of tysonballus.,emility,tysonballus,"overn, tysonballus",false,true,false,true,false,synonyms
Geness is a synonym of a direcover.,geness,direcover,"direcover, corprimet",false,false,false,true,false,synonyms
Cryption is a synonym of ternessness.,cryption,ternessness,"ternessness, softwareet",false,false,false,true,false,synonyms
Cathesia is a synonym of a wate mus.,cathesia,wate mus,"housinet, mussion",false,false,false,true,false,synonyms
Vation is not a synonym of trialdness.,vation,trialdness,"diencery, mounder",false,true,false,true,false,synonyms
Fantel is not a synonym of a goone.,fantel,goone,"shreworking, chrishing",false,true,false,true,false,synonyms
Incrimba is not a synonym of portsis.,incrimba,portsis,"croscottlee, gelant",false,true,false,true,false,synonyms
Cas is not a synonym of a curichency.,cas,curichency,"madruple, satisity",false,true,false,true,false,synonyms
Handansivet is a synonym of a terzettage.,handansivet,terzettage,"devisoniness, pharmong",false,false,false,true,false,synonyms
Veness is a synonym of a muggistbanise.,veness,muggistbanise,"laudieticiation, muggistbanise",false,false,false,true,false,synonyms
Bugglion is not a synonym of chloriness.,bugglion,chloriness,"chloriness, croupless",false,true,false,true,false,synonyms
Kleing is a synonym of a pitorine.,kleing,pitorine,"bism, cipless",false,false,false,true,false,synonyms
Nigglion is a synonym of a bism.,nigglion,bism,"prophagratter, agare",false,false,false,true,false,synonyms
Sympatsman is not a synonym of a jouratta.,sympatsman,jouratta,"kabor, garror",false,true,false,true,false,synonyms
Robberg is not a synonym of a spergine.,robberg,spergine,"savouse, spergine",false,true,false,true,false,synonyms
Cashnap is not a synonym of a pite.,cashnap,pite,"undings, submarist",false,true,false,true,false,synonyms
Yardiomy is a synonym of a sapporson.,yardiomy,sapporson,"cathert, shreworking",false,false,false,true,false,synonyms
Myeling is not a synonym of revolus.,myeling,revolus,"pharmong, palaxis",false,true,false,true,false,synonyms
Quadrician is not a synonym of a pretencycle.,quadrician,pretencycle,"cons, angery",false,true,false,true,false,synonyms
Glite is a synonym of a fisterity.,glite,fisterity,"jamagins, ention",false,false,false,true,false,synonyms
Spendian is not a synonym of a prophagratter.,spendian,prophagratter,"khary exposit, khardman",false,true,false,true,false,synonyms
Plyerbox is a synonym of a deleviar.,plyerbox,deleviar,"carror, decracer pendana trence",false,false,false,true,false,synonyms
Thronsivant is not a synonym of a furbite.,thronsivant,furbite,"quivert, rovocashnaps",false,true,false,true,false,synonyms
Excitan is not a synonym of a megation.,excitan,megation,"ice-ace, megation",false,true,false,true,false,synonyms
Descudding is not a synonym of refiness.,descudding,refiness,"anoeuvrabian, gresoullebor",false,true,false,true,false,synonyms
Tumbrea is a synonym of a mastelet.,tumbrea,mastelet,"defeathy, mastelet",false,false,false,true,false,synonyms
Foyevsky is a synonym of a chokkian.,foyevsky,chokkian,"gynaestherdun, chokkian",false,false,false,true,false,synonyms
Trenze is a synonym of a devilline.,trenze,devilline,"devilline, spergine",false,false,false,true,false,synonyms
Forman is a synonym of a biot barlow.,forman,biot barlow,"chiasimontry, sconfing",false,false,false,true,false,synonyms
Nearning is not a synonym of a manzani.,nearning,manzani,"consterra, chimet",false,true,false,true,false,synonyms
Dietion is a synonym of a goldence.,dietion,goldence,"scalusive, khardman",false,false,false,true,false,synonyms
Pillness is a synonym of an antman.,pillness,antman,"anoeuvrabian, jouratta",false,false,false,true,false,synonyms
Resthenko is a synonym of a stailbirtestodest.,resthenko,stailbirtestodest,"prest costtranning, tysonballus",false,false,false,true,false,synonyms
Palainess is not a synonym of a twarding.,palainess,twarding,"twarding, lention",false,true,false,true,false,synonyms
Dalepperg is not a synonym of a tack woma.,dalepperg,tack woma,"sacclimov, sunlignatan",false,true,false,true,false,synonyms
Mastets is not a synonym of aepys.,mastets,aepys,"disemen, pererer",false,true,false,true,false,synonyms
Muggiste is not a synonym of a mediblener.,muggiste,mediblener,"maini, cryptopod",false,true,false,true,false,synonyms
Edware is a synonym of caciousness.,edware,caciousness,"caciousness, dema",false,false,false,true,false,synonyms
Brickink is not a synonym of a mizzazz.,brickink,mizzazz,"pathang, baction",false,true,false,true,false,synonyms
Aspendity is not a synonym of a yeshade.,aspendity,yeshade,"rumber 83, nigading horing",false,true,false,true,false,synonyms
Palainess is not a synonym of a hobblivor.,palainess,hobblivor,"twarding, lention",false,true,false,true,false,synonyms
Ricist is not a synonym of a harvon.,ricist,harvon,"handage, harvon",false,true,false,true,false,synonyms
Spher is a synonym of tysonballus.,spher,tysonballus,"ambitabia, tysonballus",false,false,false,true,false,synonyms
Mousecutor is not a synonym of a marijuanage.,mousecutor,marijuanage,"devilline, clopent",false,true,false,true,false,synonyms
Egoer is a synonym of a grammeried.,egoer,grammeried,"disemen, cordiote",false,false,false,true,false,synonyms
Flation is not a synonym of a sodiance.,flation,sodiance,"hymnodymin, sodiance",false,true,false,true,false,synonyms
